Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOFRT,0.008935213,5403,195,36,8,28,421,1993,1420,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,
GBOPOA,0.008611202,5394,186,34,8,26,314,1937,1600,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,
GBOOBP,0.00899601,5403,195,36,8,28,421,1993,1420,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,
GPC,0.105123043,2127,174,34,3,31,396,1771,1742,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,
VNS,303.799614,5415,207,38,8,30,98,2139,1461,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,5403,
TRI,300.003576,5409,201,39,8,31,461,2108,1414,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,
IP,305.4086111,5423,215,41,8,33,151,2311,1625,test_oneHundredTwentyLocation_0.csv,64,3,59.75,3.28125,212,0,,FALSE
GBOOBD,0.023068905,566,38,46,8,38,358,2315,1362,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
GBOFRT,0.009211063,566,38,46,8,38,358,2315,1362,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
GBOPOA,0.008465052,565,37,45,8,37,506,2268,1276,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
GBOOBP,0.009056091,566,38,46,8,38,358,2315,1362,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
GPC,0.138070107,501,39,46,7,39,475,2322,1234,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
VNS,303.9094992,567,39,47,8,39,140,2391,1375,test_onePriority_0.csv,64,3,57.53125,3,208,0,566,
TRI,300.0072482,568,40,48,8,40,445,2388,1256,test_onePriority_0.csv,64,3,57.53125,3,208,0,,
IP,305.4301059,570,42,50,8,42,326,2551,1257,test_onePriority_0.csv,64,3,57.53125,3,208,0,,FALSE
GBOOBD,0.032559872,19534,169,48,15,33,304,2298,1313,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
GBOFRT,0.024770021,19603,238,46,15,31,324,2395,1270,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
GBOPOA,0.023971081,19603,238,47,15,32,358,2442,1159,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
GBOOBP,0.024605989,19603,238,46,15,31,324,2395,1270,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
GPC,0.437731981,9266,229,50,7,43,396,2318,1258,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
VNS,303.9959009,19606,241,48,15,33,150,2456,1309,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,19603,
TRI,300.017122,14424,223,53,11,42,371,2500,1133,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,
IP,328.236352,14407,206,44,11,33,455,2209,1235,test_oneTwentyEightTask_0.csv,128,3,61.984375,2.9375,206,0,,FALSE
GBOOBD,0.023180008,5426,218,44,8,36,335,2416,1070,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
GBOFRT,0.007904053,5441,233,42,8,34,596,2258,1060,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
GBOPOA,0.0078969,5444,236,42,8,34,563,2275,968,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
GBOOBP,0.007694006,5441,233,42,8,34,596,2258,1060,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
GPC,0.126530886,4105,199,42,6,36,416,2166,1081,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
VNS,303.6670239,5458,250,46,8,38,201,2410,1000,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,5444,
TRI,300.002656,5442,234,45,8,37,545,2398,982,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,
IP,305.384968,5481,273,50,8,42,122,2667,1171,test_oneWindow_0.csv,64,3,60.953125,2.25,199,0,,FALSE
GBOOBD,0.018185854,5503,295,64,8,56,2667,3812,1703,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
GBOFRT,0.009818077,5493,285,62,8,54,2280,3633,1720,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
GBOPOA,0.009207964,5503,295,64,8,56,1911,3812,1660,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
GBOOBP,0.011429071,5493,285,62,8,54,2280,3633,1720,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
GPC,0.157448053,5481,273,61,8,53,1764,3568,1598,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
VNS,304.192271,5503,295,64,8,56,1041,3812,1660,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,5503,
TRI,300.0046339,5503,295,64,8,56,1432,3812,1667,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,
IP,68.46103311,5503,295,64,8,56,2634,3812,1810,test_sevenDay_0.csv,64,7,59.5625,5.703125,208,0,,TRUE
GBOOBD,0.017539978,4115,209,46,6,40,399,2491,1142,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
GBOFRT,0.008001804,5419,211,44,8,36,390,2331,1188,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
GBOPOA,0.006543159,4110,204,42,6,36,683,2195,1123,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
GBOOBP,0.006640196,4099,193,40,6,34,594,2047,1091,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
GPC,0.099991083,4088,182,42,6,36,622,2247,1038,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
VNS,304.0788889,4121,215,48,6,42,98,2576,1154,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,4115,
TRI,300.0058479,5414,206,45,8,37,599,2437,1078,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,
IP,305.4528382,5439,231,50,8,42,175,2463,1436,test_sixteenDependencies_0.csv,64,3,59.5,3.0625,215,16,,FALSE
GBOOBD,0.017365932,10578,162,42,16,26,442,2197,1227,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
GBOFRT,0.010206938,10597,181,42,16,26,409,2237,1203,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
GBOPOA,0.010377884,10594,178,43,16,27,352,2235,1248,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
GBOOBP,0.009351015,10597,181,42,16,26,409,2237,1203,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
GPC,0.121149063,6683,173,41,10,31,573,2324,1096,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
VNS,303.7084172,10601,185,44,16,28,199,2338,1265,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,10597,
TRI,300.004571,10549,133,41,16,25,501,2306,1117,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,
IP,305.4524841,10630,214,50,16,34,177,2683,1132,test_sixteenRequired_0.csv,64,3,61.15625,3.296875,213,0,,FALSE
GBOOBD,0.023565054,406,64,16,2,14,552,955,473,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
GBOFRT,0.001036882,406,64,16,2,14,902,955,408,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
GBOPOA,0.00098896,406,64,16,2,14,1398,955,356,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
GBOOBP,0.001028061,406,64,16,2,14,902,955,408,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
GPC,0.004117966,235,64,15,1,14,759,884,378,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
VNS,303.4039502,406,64,16,2,14,686,955,408,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,406,
TRI,300.0007088,406,64,16,2,14,1094,955,448,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,
IP,0.327624083,406,64,16,2,14,991,955,393,test_sixteenTask_0.csv,16,3,59.6875,2.75,225,0,,TRUE
GBOOBD,0.020277023,5482,274,58,8,50,472,1756,1394,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
GBOFRT,0.0093472,5479,271,52,8,44,719,1615,1387,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
GBOPOA,0.009343863,5500,292,56,8,48,559,1684,1506,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
GBOOBP,0.008622169,5479,271,52,8,44,719,1615,1387,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
GPC,0.142488956,4810,253,54,7,47,544,1707,1452,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
VNS,304.5064771,5507,299,59,8,51,164,1825,1536,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,5500,
TRI,300.003938,5510,302,61,8,53,563,1886,1356,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,
IP,305.47875,5510,302,61,8,53,419,1930,1465,test_sixtyDuration_0.csv,64,3,31.640625,2.890625,189,0,,FALSE
GBOOBD,0.014863968,5407,199,51,8,43,181,2608,1285,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
GBOFRT,0.010717869,5431,223,43,8,35,254,2444,1305,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
GBOPOA,0.010210037,5445,237,48,8,40,245,2325,1335,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
GBOOBP,0.010602951,5431,223,43,8,35,254,2444,1305,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
GPC,0.142309904,3447,192,46,5,41,378,2271,1177,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
VNS,303.5496631,5445,237,48,8,40,102,2325,1335,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,5445,
TRI,300.004652,5423,215,47,8,39,346,2345,1275,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,
IP,305.4106779,5434,226,46,8,38,259,2363,1327,test_sixtyFourConsistent_0.csv,64,3,57.359375,4.40625,205,0,,FALSE
GBOOBD,0.016214132,5482,274,55,8,47,502,2667,853,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
GBOFRT,0.007714987,5483,275,51,8,43,527,2691,758,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
GBOPOA,0.007964849,4842,285,52,7,45,518,2663,723,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
GBOOBP,0.007772923,5483,275,51,8,43,527,2691,758,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
GPC,0.137986898,4803,246,50,7,43,764,2454,697,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
VNS,303.6694758,5495,287,55,8,47,348,2812,799,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,5483,
TRI,300.005569,5476,268,55,8,47,576,2844,766,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,
IP,305.4256458,5508,300,59,8,51,180,2991,843,test_thirtyLocation_0.csv,64,3,52.9375,2.6875,198,0,,FALSE
GBOOBD,0.02481389,5399,191,45,8,37,346,2568,1130,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
GBOFRT,0.010189056,5432,224,43,8,35,497,2452,1023,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
GBOPOA,0.010148048,5420,212,43,8,35,469,2360,1121,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
GBOOBP,0.009307861,5432,224,43,8,35,497,2452,1023,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
GPC,0.138145924,4121,215,44,6,38,381,2632,1056,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
VNS,303.721391,5441,233,45,8,37,291,2562,1043,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,5432,
TRI,300.0086858,5431,223,47,8,39,447,2543,1154,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,
IP,309.645648,5442,234,46,8,38,211,2663,1143,test_thirtyTwoConsistent_0.csv,64,3,65.3125,3.65625,211,0,,FALSE
GBOOBD,0.011147022,4046,140,36,6,30,879,1982,968,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
GBOFRT,0.006585121,5361,153,38,8,30,808,2069,985,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
GBOPOA,0.005565882,4047,141,37,6,31,712,2088,1125,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
GBOOBP,0.005925894,4044,138,37,6,31,756,2174,991,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
GPC,0.078018904,5365,157,39,8,31,485,2181,1191,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
VNS,304.3263741,5378,170,43,8,35,203,2312,1248,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,5365,
TRI,300.0040622,5382,174,39,8,31,718,2249,981,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,
IP,305.54021,5404,196,49,8,41,128,2708,1306,test_thirtyTwoDependencies_0.csv,64,3,60.96875,3.125,225,32,,FALSE
GBOOBD,0.021502972,20245,64,43,31,12,668,2062,1240,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
GBOFRT,0.009046078,20244,63,42,31,11,582,1991,1256,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
GBOPOA,0.008502007,20254,73,43,31,12,768,2098,1237,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
GBOOBP,0.009098053,20244,63,42,31,11,582,1991,1256,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
GPC,0.121698141,16370,95,44,25,19,564,2249,1195,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
VNS,303.760241,20906,74,45,32,13,567,2229,1258,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,20254,
TRI,300.0060229,18976,97,45,29,16,571,2165,1249,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,
IP,306.1691821,20288,107,49,31,18,306,2502,1277,test_thirtyTwoRequired_0.csv,64,3,58.140625,2.9375,211,0,,FALSE
GBOOBD,0.017263889,1494,170,30,4,26,902,1913,892,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
GBOFRT,0.002713919,1486,162,28,4,24,1121,1821,761,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
GBOPOA,0.002799988,1489,165,29,4,25,1061,1843,694,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
GBOOBP,0.002861977,1486,162,28,4,24,1121,1821,761,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
GPC,0.0213902,1485,161,29,4,25,1017,1940,802,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
VNS,303.6555018,1495,171,31,4,27,598,2015,943,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,1494,
TRI,300.002486,1501,177,32,4,28,951,2067,857,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,
IP,8.992517948,1501,177,32,4,28,1033,2067,856,test_thirtyTwoTask_0.csv,32,3,64.59375,2.84375,222,0,,TRUE
GBOOBD,0.013944149,4629,72,23,7,16,725,2616,545,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
GBOFRT,0.007143974,4659,102,23,7,16,497,2806,656,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
GBOPOA,0.007394791,5304,96,25,8,17,439,2962,616,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
GBOOBP,0.007142067,4659,102,23,7,16,497,2806,656,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
GPC,0.053573847,2056,103,21,3,18,242,3009,547,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
VNS,303.9163241,5306,98,26,8,18,205,2999,630,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,5304,
TRI,300.004308,4647,90,24,7,17,363,3093,573,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,
IP,305.3704679,4669,112,25,7,18,197,3042,709,test_threeHundredSixtyDuration_0.csv,64,3,184.1875,3.109375,268,0,,FALSE
GBOOBD,0.025015116,5385,177,43,8,35,459,2541,1037,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
GBOFRT,0.009418011,5421,213,40,8,32,707,2283,1033,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
GBOPOA,0.010210037,5423,215,42,8,34,527,2462,1109,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
GBOOBP,0.008838892,5421,213,40,8,32,707,2283,1033,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
GPC,0.115822077,3457,202,39,5,34,968,2141,958,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
VNS,303.9794841,5429,221,44,8,36,232,2527,1138,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,5423,
TRI,300.0081892,5440,232,46,8,38,537,2677,1002,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,
IP,309.745044,5446,238,45,8,37,400,2604,1063,test_threeWindow_0.csv,64,3,66.015625,3.703125,149,0,,FALSE
GBOOBD,0.067629099,82422,150,57,32,25,195,2494,1517,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
GBOFRT,0.068739891,82445,173,56,32,24,199,2549,1452,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
GBOPOA,0.06276989,79885,184,58,31,27,302,2493,1374,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
GBOOBP,0.064072132,82445,173,56,32,24,199,2549,1452,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
GPC,1.292531967,20823,255,55,8,47,251,2675,1236,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
VNS,304.964824,82468,196,60,32,28,74,2613,1457,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,82445,
TRI,300.0580869,38821,256,58,15,43,270,2513,1430,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,
IP,484.8338709,5257,115,21,2,19,1817,1204,505,test_twoFiftySixTask_0.csv,256,3,62.640625,3.13671875,211,0,,FALSE
GBOOBD,0.020116806,5339,131,29,8,21,538,2693,838,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
GBOFRT,0.008655071,5356,148,28,8,20,481,2709,806,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
GBOPOA,0.007936001,5342,134,27,8,19,515,2717,743,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
GBOOBP,0.008641005,5356,148,28,8,20,481,2709,806,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
GPC,0.082564116,2090,137,29,3,26,397,2753,814,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
VNS,303.574374,5359,151,29,8,21,187,2867,828,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,5356,
TRI,300.0054049,5361,153,31,8,23,466,2757,811,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,
IP,305.3536601,5370,162,33,8,25,305,2926,911,test_twoHundredFortyDuration_0.csv,64,3,123.46875,3.109375,242,0,,FALSE
GBOOBD,0.043704033,5326,118,29,8,21,261,1353,2168,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
GBOFRT,0.007961988,5343,135,26,8,18,346,1380,2233,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
GBOPOA,0.007385015,5338,130,29,8,21,238,1446,2336,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
GBOOBP,0.007872105,5343,135,26,8,18,346,1380,2233,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
GPC,0.072999954,2730,126,26,4,22,613,1280,1923,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
VNS,307.057529,5352,144,29,8,21,49,1476,2296,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,5343,
TRI,300.0063159,5334,126,29,8,21,299,1766,1752,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,
IP,305.3420999,5354,146,31,8,23,314,1785,1973,test_twoHundredFortyLocation_0.csv,64,3,59.828125,3.140625,201,0,,FALSE
GBOOBD,0.051223993,277,277,45,0,45,502,2426,1082,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
GBOFRT,0.009743929,296,296,41,0,41,540,2243,1125,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
GBOPOA,0.009925127,305,305,44,0,44,474,2389,1113,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
GBOOBP,0.011490107,296,296,41,0,41,540,2243,1125,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
GPC,0.12642312,250,250,41,0,41,723,2358,979,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
VNS,304.1209569,312,312,47,0,47,189,2575,1178,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,305,
TRI,300.0038071,299,299,46,0,46,426,2548,1087,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,
IP,305.409061,321,321,50,0,50,171,2717,1147,test_zeroRequired_0.csv,64,3,62.921875,3.171875,220,0,,FALSE
GBOOBD,0.010102987,5380,172,40,8,32,518,2139,1250,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
GBOFRT,0.010170937,5427,219,40,8,32,682,2033,1118,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
GBOPOA,0.00939393,5432,224,41,8,33,471,2304,1190,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
GBOOBP,0.009235859,5427,219,40,8,32,682,2033,1118,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
GPC,0.119015932,4096,190,41,6,35,451,2162,1240,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
VNS,303.7815049,5450,242,45,8,37,137,2444,1259,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,5432,
TRI,300.0043981,5434,226,46,8,38,349,2476,1041,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,
IP,305.3739619,5465,257,49,8,41,165,2643,1274,test_baseline_1.csv,64,3,59.890625,3.046875,215,0,,FALSE
